station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
RDU,2025-05-08 21:51,73.00,61.00,66.04,0.00,0.00,T,29.93,1013.10,10.00,M,FEW,SCT,BKN,OVC,3700.00,10000.00,13000.00,25000.00,-RA,M,M,M,M,M,M,73.00,KRDU 090151Z 00000KT 10SM -RA FEW037 SCT100 BKN130 OVC250 23/16 A2993 RMK AO2 RAB30 SLP131 OCNL LTG DSNT SW-W CB DSNT SW-W P0000 T02280161,M
RDU,2025-05-08 22:51,71.00,62.00,73.21,230.00,14.00,0.01,29.97,1014.30,8.00,24.00,FEW,BKN,OVC,M,2200.00,11000.00,25000.00,M,-RA,M,M,M,M,M,M,71.00,KRDU 090251Z 23014G24KT 8SM -RA FEW022 BKN110 OVC250 22/17 A2997 RMK AO2 SLP143 FRQ LTG DSNT S-SW CB DSNT S-SW P0001 60001 T02170167 53019,M
RDU,2025-05-08 23:51,65.00,57.00,75.30,250.00,9.00,0.14,30.01,1015.90,6.00,19.00,FEW,BKN,BKN,OVC,5000.00,8000.00,9500.00,25000.00,RA BR,M,M,M,27.00,220.00,2025-05-08 23:20,65.00,KRDU 090351Z 25009G19KT 6SM RA BR FEW050 BKN080 BKN095 OVC250 18/14 A3001 RMK AO2 PK WND 22027/0320 SLP159 FRQ LTG DSNT E AND SE P0014 T01830139,M
RDU,2025-05-09 00:51,64.00,59.00,83.78,130.00,3.00,0.09,29.96,1014.10,10.00,M,FEW,BKN,BKN,BKN,7500.00,9500.00,12000.00,15000.00,-RA,M,M,M,M,M,M,64.00,KRDU 090451Z 13003KT 10SM -RA FEW075 BKN095 BKN120 BKN150 OVC250 18/15 A2996 RMK AO2 SLP141 P0009 T01780150 402940167,M
RDU,2025-05-09 01:51,65.00,60.00,83.84,200.00,5.00,T,29.91,1012.50,10.00,M,FEW,FEW,BKN,BKN,1500.00,7000.00,11000.00,15000.00,-RA,M,M,M,M,M,M,65.00,KRDU 090551Z 20005KT 10SM -RA FEW015 FEW070 BKN110 BKN150 OVC250 18/16 A2991 RMK AO2 RAE15B42 SLP125 P0000 60024 T01830156 10256 20172 58019,M
RDU,2025-05-09 02:51,65.00,59.00,80.90,250.00,4.00,T,29.94,1013.30,10.00,M,FEW,SCT,SCT,BKN,5500.00,9000.00,11000.00,14000.00,M,M,M,M,M,M,M,65.00,KRDU 090651Z 25004KT 10SM FEW055 SCT090 SCT110 BKN140 OVC250 18/15 A2994 RMK AO2 RAE07B30E49 SLP133 P0000 T01830150,M
RDU,2025-05-09 03:51,64.00,58.00,80.83,250.00,4.00,T,29.94,1013.30,10.00,M,FEW,BKN,BKN,OVC,9000.00,11000.00,14000.00,25000.00,-RA,M,M,M,M,M,M,64.00,KRDU 090751Z 25004KT 10SM -RA FEW090 BKN110 BKN140 OVC250 18/14 A2994 RMK AO2 RAB30 SLP133 P0000 T01780144,M
RDU,2025-05-09 04:51,64.00,59.00,83.78,0.00,0.00,0.01,29.92,1012.80,10.00,M,BKN,BKN,OVC,M,11000.00,14000.00,25000.00,M,-RA,M,M,M,M,M,M,64.00,KRDU 090851Z 00000KT 10SM -RA BKN110 BKN140 OVC250 18/15 A2992 RMK AO2 SLP128 P0001 60001 T01780150 50003,M
RDU,2025-05-09 05:39,64.00,59.00,83.78,210.00,9.00,T,29.89,M,10.00,M,FEW,FEW,BKN,OVC,300.00,10000.00,13000.00,25000.00,M,M,M,M,M,M,M,64.00,KRDU 090939Z 21009KT 10SM FEW003 FEW100 BKN130 OVC250 18/15 A2989 RMK AO2 RAE30 P0000 T01780150,M
RDU,2025-05-09 05:51,64.00,60.00,86.83,210.00,11.00,T,29.89,1011.80,10.00,M,FEW,FEW,BKN,OVC,300.00,11000.00,14000.00,25000.00,M,M,M,M,M,M,M,64.00,KRDU 090951Z 21011KT 10SM FEW003 FEW110 BKN140 OVC250 18/16 A2989 RMK AO2 RAE30 SLP118 P0000 T01780156,M
RDU,2025-05-09 06:51,63.00,59.00,86.77,230.00,5.00,0.00,29.90,1012.10,10.00,M,FEW,FEW,BKN,BKN,300.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,63.00,KRDU 091051Z 23005KT 10SM FEW003 FEW110 BKN160 BKN250 17/15 A2990 RMK AO2 SLP121 T01720150,M
RDU,2025-05-09 07:51,64.00,59.00,83.78,0.00,0.00,0.00,29.91,1012.50,10.00,M,FEW,FEW,BKN,BKN,300.00,11000.00,16000.00,25000.00,M,M,M,M,M,M,M,64.00,KRDU 091151Z 00000KT 10SM FEW003 FEW110 BKN160 BKN250 18/15 A2991 RMK AO2 SLP125 60001 70025 T01780150 10183 20172 55004,M
RDU,2025-05-09 08:51,65.00,60.00,83.84,M,3.00,0.00,29.92,1012.70,10.00,M,FEW,FEW,BKN,BKN,500.00,14000.00,21000.00,25000.00,M,M,M,M,M,M,M,65.00,KRDU 091251Z VRB03KT 10SM FEW005 FEW140 BKN210 BKN250 18/16 A2992 RMK AO2 SLP127 T01830156,M
RDU,2025-05-09 09:51,67.00,60.00,78.22,270.00,3.00,0.00,29.92,1012.80,10.00,M,SCT,SCT,BKN,M,800.00,21000.00,25000.00,M,M,M,M,M,M,M,M,67.00,KRDU 091351Z 27003KT 10SM SCT008 SCT210 BKN250 19/16 A2992 RMK AO2 SLP128 T01940156,M
RDU,2025-05-09 10:23,69.00,60.00,73.02,M,6.00,0.00,29.92,M,10.00,M,BKN,BKN,BKN,M,1300.00,21000.00,25000.00,M,M,M,M,M,M,M,M,69.00,KRDU 091423Z VRB06KT 10SM BKN013 BKN210 BKN250 21/16 A2992 RMK AO2 T02060156,M
RDU,2025-05-09 10:51,70.00,60.00,70.56,270.00,5.00,0.00,29.92,1012.70,10.00,M,BKN,BKN,M,M,1500.00,25000.00,M,M,M,M,M,M,M,M,M,70.00,KRDU 091451Z 27005KT 10SM BKN015 BKN250 21/16 A2992 RMK AO2 SLP127 BKN015 V SCT T02110156 50002,M
RDU,2025-05-09 11:51,72.00,61.00,68.31,250.00,5.00,0.00,29.93,1013.20,10.00,M,BKN,BKN,M,M,2200.00,25000.00,M,M,M,M,M,M,M,M,M,72.00,KRDU 091551Z 25005KT 10SM BKN022 BKN250 22/16 A2993 RMK AO2 SLP132 BKN022 V SCT T02220161,M
RDU,2025-05-09 12:51,75.00,61.00,61.75,0.00,0.00,0.00,29.92,1012.60,10.00,M,SCT,SCT,M,M,2800.00,25000.00,M,M,M,M,M,M,M,M,M,75.00,KRDU 091651Z 00000KT 10SM SCT028 SCT250 24/16 A2992 RMK AO2 SLP126 T02390161,M
RDU,2025-05-09 13:51,79.00,59.00,50.36,270.00,8.00,0.00,29.91,1012.30,10.00,19.00,SCT,M,M,M,3400.00,M,M,M,M,M,M,M,M,M,M,79.00,KRDU 091751Z 27008G19KT 10SM SCT034 26/15 A2991 RMK AO2 SLP123 T02610150 10278 20178 58004,M
RDU,2025-05-09 14:51,80.00,59.00,48.74,260.00,4.00,0.00,29.90,1011.90,10.00,M,SCT,BKN,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,80.68,KRDU 091851Z 26004KT 10SM SCT040 BKN080 BKN250 27/15 A2990 RMK AO2 SLP119 T02670150,M
RDU,2025-05-09 15:51,79.00,58.00,48.59,300.00,5.00,0.00,29.89,1011.70,10.00,M,SCT,SCT,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,79.00,KRDU 091951Z 30005KT 10SM SCT040TCU SCT080 BKN250 26/14 A2989 RMK AO2 SLP117 CB DSNT E-SE TCU S T02610144,M
RDU,2025-05-09 16:51,81.00,59.00,47.17,M,5.00,0.00,29.89,1011.50,10.00,M,SCT,SCT,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,81.40,KRDU 092051Z VRB05KT 10SM SCT040 SCT080 BKN250 27/15 A2989 RMK AO2 SLP115 T02720150 56006,M
RDU,2025-05-09 17:51,80.00,57.00,45.36,300.00,7.00,0.00,29.89,1011.90,10.00,M,SCT,SCT,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,80.38,KRDU 092151Z 30007KT 270V330 10SM SCT040 SCT080 BKN250 27/14 A2989 RMK AO2 SLP119 T02670139,M
RDU,2025-05-09 18:51,79.00,54.00,42.03,280.00,5.00,0.00,29.91,1012.30,10.00,M,FEW,FEW,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,79.00,KRDU 092251Z 28005KT 10SM FEW040 FEW080 BKN250 26/12 A2991 RMK AO2 SLP123 T02610122,M
RDU,2025-05-09 19:51,76.00,53.00,44.75,0.00,0.00,0.00,29.94,1013.40,10.00,M,FEW,FEW,BKN,M,4000.00,8000.00,25000.00,M,M,M,M,M,M,M,M,76.00,KRDU 092351Z 00000KT 10SM FEW040 FEW080 BKN250 24/12 A2994 RMK AO2 SLP134 T02440117 10278 20244 53018,M
RDU,2025-05-09 20:51,73.00,52.00,47.69,M,4.00,0.00,29.98,1014.70,10.00,M,FEW,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,73.00,KRDU 100051Z VRB04KT 10SM FEW045 BKN250 23/11 A2998 RMK AO2 SLP147 T02280111,M
RDU,2025-05-09 21:51,71.00,38.00,29.96,20.00,5.00,0.00,30.01,1015.70,10.00,M,FEW,BKN,M,M,4500.00,25000.00,M,M,M,M,M,M,M,M,M,71.00,KRDU 100151Z 02005KT 10SM FEW045 BKN250 22/03 A3001 RMK AO2 SLP157 T02170033,M
RDU,2025-05-09 22:51,68.00,39.00,34.53,10.00,6.00,0.00,30.05,1017.10,10.00,M,FEW,BKN,M,M,8500.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 100251Z 01006KT 10SM FEW085 BKN250 20/04 A3005 RMK AO2 SLP171 T02000039 53036,M
RDU,2025-05-09 23:51,64.00,51.00,62.62,20.00,7.00,0.00,30.08,1018.00,10.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,64.00,KRDU 100351Z 02007KT 10SM FEW085 18/11 A3008 RMK AO2 SLP180 T01780106,M
RDU,2025-05-10 00:51,61.00,50.00,67.06,30.00,6.00,0.00,30.10,1018.70,10.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,61.00,KRDU 100451Z 03006KT 10SM FEW085 16/10 A3010 RMK AO2 SLP187 T01610100 402780161,M
RDU,2025-05-10 01:51,57.00,49.00,74.55,20.00,4.00,0.00,30.10,1019.00,10.00,M,FEW,FEW,M,M,8500.00,25000.00,M,M,M,M,M,M,M,M,M,57.00,KRDU 100551Z 02004KT 10SM FEW085 FEW250 14/09 A3010 RMK AO2 SLP190 T01390094 10244 20139 51019,M
RDU,2025-05-10 02:51,56.00,48.00,74.45,40.00,3.00,0.00,30.10,1018.80,10.00,M,FEW,FEW,M,M,8500.00,25000.00,M,M,M,M,M,M,M,M,M,56.00,KRDU 100651Z 04003KT 10SM FEW085 FEW250 13/09 A3010 RMK AO2 SLP188 T01330089,M
RDU,2025-05-10 03:51,55.00,48.00,77.21,0.00,0.00,0.00,30.10,1019.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.00,KRDU 100751Z 00000KT 10SM CLR 13/09 A3010 RMK AO2 SLP191 T01280089,M
RDU,2025-05-10 04:51,53.00,48.00,83.06,30.00,3.00,0.00,30.11,1019.50,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.00,KRDU 100851Z 03003KT 10SM FEW250 12/09 A3011 RMK AO2 SLP195 T01170089 53004,M
RDU,2025-05-10 05:51,53.00,48.00,83.06,0.00,0.00,0.00,30.13,1019.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.00,KRDU 100951Z 00000KT 10SM FEW250 12/09 A3013 RMK AO2 SLP199 T01170089,M
RDU,2025-05-10 06:51,52.00,48.00,86.17,0.00,0.00,0.00,30.16,1020.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,52.00,KRDU 101051Z 00000KT 10SM BKN250 11/09 A3016 RMK AO2 SLP209 T01110089,M
RDU,2025-05-10 07:51,57.00,52.00,83.33,40.00,5.00,0.00,30.16,1021.20,10.00,M,FEW,BKN,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,57.00,KRDU 101151Z 04005KT 10SM FEW090 BKN250 14/11 A3016 RMK AO2 SLP212 T01390111 10150 20111 51017,M
RDU,2025-05-10 08:51,62.00,49.00,62.36,50.00,5.00,0.00,30.17,1021.40,10.00,M,FEW,BKN,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,62.00,KRDU 101251Z 05005KT 10SM FEW090 BKN250 17/09 A3017 RMK AO2 SLP214 T01670094,M
RDU,2025-05-10 09:51,66.00,44.00,44.88,50.00,7.00,0.00,30.18,1021.60,10.00,M,FEW,BKN,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,66.00,KRDU 101351Z 05007KT 10SM FEW090 BKN250 19/07 A3018 RMK AO2 SLP216 T01890067,M
RDU,2025-05-10 10:51,68.00,44.00,41.88,M,6.00,0.00,30.19,1022.00,10.00,M,SCT,BKN,M,M,9000.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 101451Z VRB06KT 10SM SCT090 BKN250 20/07 A3019 RMK AO2 SLP220 T02000067 53009,M
RDU,2025-05-10 11:51,71.00,45.00,39.27,M,4.00,0.00,30.20,1022.20,10.00,M,SCT,BKN,M,M,9000.00,22000.00,M,M,M,M,M,M,M,M,M,71.00,KRDU 101551Z VRB04KT 10SM SCT090 BKN220 22/07 A3020 RMK AO2 SLP222 T02170072,M
RDU,2025-05-10 12:51,71.00,40.00,32.40,120.00,3.00,0.00,30.19,1022.10,10.00,M,SCT,BKN,M,M,9000.00,22000.00,M,M,M,M,M,M,M,M,M,71.00,KRDU 101651Z 12003KT 10SM SCT090 BKN220 22/04 A3019 RMK AO2 SLP221 T02170044,M
RDU,2025-05-10 13:51,72.00,42.00,33.84,M,3.00,0.00,30.19,1021.90,10.00,M,SCT,BKN,M,M,9000.00,22000.00,M,M,M,M,M,M,M,M,M,72.00,KRDU 101751Z VRB03KT 10SM SCT090 BKN220 22/06 A3019 RMK AO2 SLP219 T02220056 10228 20139 58002,M
RDU,2025-05-10 14:51,72.00,40.00,31.32,180.00,3.00,0.00,30.17,1021.30,10.00,M,SCT,BKN,M,M,12000.00,22000.00,M,M,M,M,M,M,M,M,M,72.00,KRDU 101851Z 18003KT 10SM SCT120 BKN220 22/04 A3017 RMK AO2 SLP213 T02220044,M
RDU,2025-05-10 15:51,73.00,42.00,32.71,60.00,5.00,0.00,30.15,1020.70,10.00,M,SCT,BKN,M,M,14000.00,20000.00,M,M,M,M,M,M,M,M,M,73.00,KRDU 101951Z 06005KT 10SM SCT140 BKN200 23/06 A3015 RMK AO2 SLP207 T02280056,M
RDU,2025-05-10 16:51,72.00,42.00,33.84,300.00,3.00,0.00,30.15,1020.60,10.00,M,FEW,OVC,M,M,15000.00,19000.00,M,M,M,M,M,M,M,M,M,72.00,KRDU 102051Z 30003KT 10SM FEW150 OVC190 22/06 A3015 RMK AO2 SLP206 T02220056 56013,M
RDU,2025-05-10 17:51,71.00,43.00,36.38,330.00,3.00,0.00,30.16,1021.20,10.00,M,SCT,BKN,M,M,18000.00,21000.00,M,M,M,M,M,M,M,M,M,71.00,KRDU 102151Z 33003KT 10SM SCT180 BKN210 22/06 A3016 RMK AO2 SLP212 T02170061,M
RDU,2025-05-10 18:51,69.00,47.00,45.35,30.00,4.00,0.00,30.17,1021.30,10.00,M,BKN,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,69.00,KRDU 102251Z 03004KT 10SM BKN180 21/08 A3017 RMK AO2 SLP213 T02060083,M
RDU,2025-05-10 19:51,68.00,47.00,46.93,0.00,0.00,0.00,30.17,1021.50,10.00,M,FEW,OVC,M,M,15000.00,17000.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 102351Z 00000KT 10SM FEW150 OVC170 20/08 A3017 RMK AO2 SLP215 T02000083 10244 20194 51009,M
RDU,2025-05-10 20:51,65.00,47.00,52.07,0.00,0.00,0.00,30.19,1022.00,10.00,M,FEW,BKN,M,M,16000.00,17000.00,M,M,M,M,M,M,M,M,M,65.00,KRDU 110051Z 00000KT 10SM FEW160 BKN170 18/08 A3019 RMK AO2 SLP220 T01830083,M
RDU,2025-05-10 21:51,62.00,51.00,67.18,0.00,0.00,0.00,30.21,1022.60,10.00,M,BKN,OVC,M,M,16000.00,18000.00,M,M,M,M,M,M,M,M,M,62.00,KRDU 110151Z 00000KT 10SM BKN160 OVC180 17/11 A3021 RMK AO2 SLP226 T01670106,M
RDU,2025-05-10 22:51,61.00,50.00,67.06,0.00,0.00,0.00,30.22,1023.20,10.00,M,OVC,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,61.00,KRDU 110251Z 00000KT 10SM OVC160 16/10 A3022 RMK AO2 SLP232 T01610100 53017,M
RDU,2025-05-10 23:51,61.00,51.00,69.60,0.00,0.00,0.00,30.23,1023.30,10.00,M,BKN,OVC,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,61.00,KRDU 110351Z 00000KT 10SM BKN160 OVC250 16/11 A3023 RMK AO2 SLP233 T01610106,M
RDU,2025-05-11 00:51,61.00,49.00,64.61,0.00,0.00,0.00,30.24,1023.70,10.00,M,SCT,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,61.00,KRDU 110451Z 00000KT 10SM SCT160 BKN250 16/09 A3024 RMK AO2 SLP237 T01610094 402440111,M
RDU,2025-05-11 01:51,60.00,50.00,69.49,0.00,0.00,0.00,30.22,1023.00,10.00,M,SCT,BKN,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,60.00,KRDU 110551Z 00000KT 10SM SCT160 BKN250 16/10 A3022 RMK AO2 SLP230 T01560100 10200 20144 58002,M
RDU,2025-05-11 02:51,59.00,52.00,77.55,0.00,0.00,0.00,30.21,1022.80,10.00,M,FEW,SCT,BKN,M,7000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,59.00,KRDU 110651Z 00000KT 10SM FEW070 SCT120 BKN250 15/11 A3021 RMK AO2 SLP228 T01500111,M
RDU,2025-05-11 03:51,61.00,54.00,77.72,0.00,0.00,0.00,30.20,1022.40,10.00,M,SCT,BKN,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,61.00,KRDU 110751Z 00000KT 10SM SCT070 BKN090 16/12 A3020 RMK AO2 SLP224 T01610122,M
RDU,2025-05-11 04:51,62.00,54.00,75.02,0.00,0.00,0.00,30.20,1022.30,10.00,M,BKN,OVC,M,M,6500.00,10000.00,M,M,M,M,M,M,M,M,M,62.00,KRDU 110851Z 00000KT 10SM BKN065 OVC100 17/12 A3020 RMK AO2 SLP223 T01670122 56007,M
RDU,2025-05-11 05:51,61.00,54.00,77.72,0.00,0.00,0.00,30.20,1022.50,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,61.00,KRDU 110951Z 00000KT 10SM BKN095 16/12 A3020 RMK AO2 SLP225 T01610122,M
RDU,2025-05-11 06:51,62.00,54.00,75.02,10.00,3.00,0.00,30.21,1022.80,10.00,M,BKN,BKN,M,M,5500.00,10000.00,M,M,M,M,M,M,M,M,M,62.00,KRDU 111051Z 01003KT 10SM BKN055 BKN100 17/12 A3021 RMK AO2 SLP228 T01670122,M
RDU,2025-05-11 07:51,64.00,51.00,62.62,60.00,4.00,0.00,30.23,1023.30,10.00,M,SCT,BKN,OVC,M,5500.00,11000.00,14000.00,M,M,M,M,M,M,M,M,64.00,KRDU 111151Z 06004KT 10SM SCT055 BKN110 OVC140 18/11 A3023 RMK AO2 SLP233 T01780106 10178 20144 53010,M
RDU,2025-05-11 08:51,65.00,50.00,58.26,80.00,4.00,0.00,30.24,1023.80,10.00,M,SCT,BKN,OVC,M,5000.00,10000.00,12000.00,M,M,M,M,M,M,M,M,65.00,KRDU 111251Z 08004KT 10SM SCT050 BKN100 OVC120 18/10 A3024 RMK AO2 SLP238 T01830100,M
RDU,2025-05-11 09:51,66.00,51.00,58.40,0.00,0.00,0.00,30.26,1024.40,10.00,M,SCT,BKN,OVC,M,3000.00,9000.00,12000.00,M,M,M,M,M,M,M,M,66.00,KRDU 111351Z 00000KT 10SM SCT030 BKN090 OVC120 19/11 A3026 RMK AO2 SLP244 T01890106,M
RDU,2025-05-11 10:51,65.00,55.00,70.03,0.00,0.00,0.01,30.28,1025.10,10.00,M,BKN,OVC,M,M,3000.00,10000.00,M,M,-RA,M,M,M,M,M,M,65.00,KRDU 111451Z 00000KT 10SM -RA BKN030 OVC100 18/13 A3028 RMK AO2 RAB1355 SLP251 P0001 60001 T01830128 53017,M
RDU,2025-05-11 11:51,64.00,57.00,77.97,350.00,3.00,0.02,30.27,1024.90,8.00,M,FEW,SCT,OVC,M,3000.00,4000.00,9500.00,M,-RA,M,M,M,M,M,M,64.00,KRDU 111551Z 35003KT 8SM -RA FEW030 SCT040 OVC095 18/14 A3027 RMK AO2 SLP249 P0002 T01780139,M
RDU,2025-05-11 12:51,66.00,55.00,67.64,50.00,5.00,0.01,30.26,1024.60,10.00,M,FEW,SCT,OVC,M,3000.00,8000.00,10000.00,M,-RA,M,M,M,M,M,M,66.00,KRDU 111651Z 05005KT 10SM -RA FEW030 SCT080 OVC100 19/13 A3026 RMK AO2 SLP246 P0001 T01890128,M
RDU,2025-05-11 13:51,67.00,58.00,72.82,40.00,8.00,T,30.25,1024.00,10.00,M,FEW,SCT,OVC,M,3000.00,8000.00,10000.00,M,-RA,M,M,M,M,M,M,67.00,KRDU 111751Z 04008KT 10SM -RA FEW030 SCT080 OVC100 19/14 A3025 RMK AO2 RAE1658B43 SLP240 P0000 60004 T01940144 10194 20172 58011,M
RDU,2025-05-11 14:51,68.00,59.00,72.92,M,3.00,0.01,30.26,1024.40,10.00,M,SCT,OVC,M,M,1800.00,9000.00,M,M,-RA,M,M,M,M,M,M,68.00,KRDU 111851Z VRB03KT 10SM -RA SCT018 OVC090 20/15 A3026 RMK AO2 SLP244 P0001 T02000150,M
RDU,2025-05-11 15:16,67.00,59.00,75.48,70.00,4.00,T,30.26,M,10.00,M,OVC,M,M,M,1700.00,M,M,M,-RA,M,M,M,M,M,M,67.00,KRDU 111916Z 07004KT 10SM -RA OVC017 19/15 A3026 RMK AO2 P0000 T01940150,M
RDU,2025-05-11 15:51,68.00,61.00,78.30,M,3.00,0.02,30.25,1024.00,6.00,M,OVC,M,M,M,1600.00,M,M,M,-RA BR,M,M,M,M,M,M,68.00,KRDU 111951Z VRB03KT 6SM -RA BR OVC016 20/16 A3025 RMK AO2 SLP240 P0002 T02000161,M
RDU,2025-05-11 16:23,68.00,62.00,81.12,0.00,0.00,0.02,30.25,M,9.00,M,BKN,OVC,M,M,1000.00,1700.00,M,M,-RA,M,M,M,M,M,M,68.00,KRDU 112023Z 00000KT 9SM -RA BKN010 OVC017 20/17 A3025 RMK AO2 P0002 T02000167,M
RDU,2025-05-11 16:40,67.00,62.00,83.97,350.00,3.00,0.02,30.25,M,7.00,M,BKN,OVC,M,M,900.00,1500.00,M,M,-RA,M,M,M,M,M,M,67.00,KRDU 112040Z 35003KT 7SM -RA BKN009 OVC015 19/17 A3025 RMK AO2 P0002 T01940167,M
RDU,2025-05-11 16:51,67.00,61.00,81.05,0.00,0.00,0.03,30.25,1024.10,9.00,M,BKN,OVC,M,M,900.00,1400.00,M,M,-RA,M,M,M,M,M,M,67.00,KRDU 112051Z 00000KT 9SM -RA BKN009 OVC014 19/16 A3025 RMK AO2 SLP241 P0003 60006 T01940161 51001,M
RDU,2025-05-11 17:16,68.00,62.00,81.12,0.00,0.00,T,30.26,M,10.00,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,68.00,KRDU 112116Z 00000KT 10SM OVC010 20/17 A3026 RMK AO2 RAE03 P0000 T02000167,M
RDU,2025-05-11 17:32,68.00,62.00,81.12,100.00,6.00,T,30.25,M,10.00,M,FEW,OVC,M,M,700.00,1400.00,M,M,M,M,M,M,M,M,M,68.00,KRDU 112132Z 10006KT 10SM FEW007 OVC014 20/17 A3025 RMK AO2 RAE03 P0000 T02000167,M
RDU,2025-05-11 17:51,69.00,63.00,81.19,70.00,6.00,T,30.25,1024.10,10.00,M,SCT,BKN,M,M,900.00,1400.00,M,M,M,M,M,M,M,M,M,69.00,KRDU 112151Z 07006KT 10SM SCT009 BKN014 21/17 A3025 RMK AO2 RAE03 SLP241 P0000 T02060172,M
RDU,2025-05-11 18:18,69.00,62.00,78.38,70.00,7.00,0.00,30.25,M,10.00,M,SCT,BKN,OVC,M,1400.00,14000.00,22000.00,M,M,M,M,M,M,M,M,69.00,KRDU 112218Z 07007KT 10SM SCT014 BKN140 OVC220 21/17 A3025 RMK AO2 T02060167,M
RDU,2025-05-11 18:51,69.00,62.00,78.38,80.00,4.00,0.00,30.25,1024.20,10.00,M,SCT,BKN,OVC,M,1900.00,17000.00,22000.00,M,M,M,M,M,M,M,M,69.00,KRDU 112251Z 08004KT 10SM SCT019 BKN170 OVC220 21/17 A3025 RMK AO2 SLP242 T02060167,M
RDU,2025-05-11 19:51,68.00,62.00,81.12,0.00,0.00,0.00,30.26,1024.40,10.00,M,FEW,SCT,OVC,M,2500.00,14000.00,25000.00,M,M,M,M,M,M,M,M,68.00,KRDU 112351Z 00000KT 10SM FEW025 SCT140 OVC250 20/17 A3026 RMK AO2 SLP244 60006 T02000167 10206 20194 53003,M
RDU,2025-05-11 20:19,66.00,62.00,86.93,0.00,0.00,0.00,30.26,M,7.00,M,BKN,OVC,M,M,1700.00,22000.00,M,M,M,M,M,M,M,M,M,66.00,KRDU 120019Z 00000KT 7SM BKN017 OVC220 19/17 A3026 RMK AO2 T01890167,M
RDU,2025-05-11 20:39,66.00,62.00,86.93,0.00,0.00,0.00,30.26,M,6.00,M,FEW,SCT,OVC,M,1700.00,3500.00,22000.00,M,BR,M,M,M,M,M,M,66.00,KRDU 120039Z 00000KT 6SM BR FEW017 SCT035 OVC220 19/17 A3026 RMK AO2 T01890167,M
RDU,2025-05-11 20:51,66.00,62.00,86.93,0.00,0.00,0.00,30.26,1024.40,6.00,M,FEW,SCT,OVC,M,1500.00,3500.00,22000.00,M,BR,M,M,M,M,M,M,66.00,KRDU 120051Z 00000KT 6SM BR FEW015 SCT035 OVC220 19/17 A3026 RMK AO2 SLP244 T01890167,M
RDU,2025-05-11 21:51,65.00,61.00,86.88,50.00,3.00,0.00,30.25,1024.20,10.00,M,SCT,SCT,OVC,M,1400.00,3500.00,25000.00,M,M,M,M,M,M,M,M,65.00,KRDU 120151Z 05003KT 10SM SCT014 SCT035 OVC250 18/16 A3025 RMK AO2 SLP242 T01830161,M
RDU,2025-05-11 22:40,65.00,61.00,86.88,80.00,4.00,0.00,30.24,M,10.00,M,BKN,BKN,OVC,M,1100.00,12000.00,22000.00,M,M,M,M,M,M,M,M,65.00,KRDU 120240Z 08004KT 10SM BKN011 BKN120 OVC220 18/16 A3024 RMK AO2 T01830161,M
RDU,2025-05-11 22:51,66.00,62.00,86.93,90.00,5.00,0.00,30.25,1024.00,10.00,M,BKN,OVC,M,M,1100.00,12000.00,M,M,M,M,M,M,M,M,M,66.00,KRDU 120251Z 09005KT 10SM BKN011 OVC120 19/17 A3025 RMK AO2 SLP240 T01890167 58004,M
